25
105
1 1 7.8818127260139414503e+00
2 1 -3.2069721033016911349e+00
6 1 -3.5703546009578496223e-01
1 2 -3.2069721033016911349e+00
2 2 6.2884696399612467488e+00
3 2 -2.5247942284740547692e+00
7 2 -2.7835165409275058890e-01
2 3 -2.5247942284740547692e+00
3 3 5.5345194629684737464e+00
4 3 -2.5247942284740543251e+00
8 3 -2.4246550301018221507e-01
3 4 -2.5247942284740547692e+00
4 4 6.2884696399612458606e+00
5 4 -3.2069721033016902467e+00
9 4 -2.7835165409275058890e-01
10 5 -3.5703546009578485121e-01
4 5 -3.2069721033016902467e+00
5 5 7.8818127260139396739e+00
11 6 -3.5703546009578496223e-01
1 6 -3.5703546009578496223e-01
6 6 7.8818127260139414503e+00
7 6 -3.2069721033016911349e+00
12 7 -2.7835165409275058890e-01
2 7 -2.7835165409275058890e-01
6 7 -3.2069721033016911349e+00
7 7 6.2884696399612467488e+00
8 7 -2.5247942284740547692e+00
13 8 -2.4246550301018221507e-01
3 8 -2.4246550301018221507e-01
7 8 -2.5247942284740547692e+00
8 8 5.5345194629684737464e+00
9 8 -2.5247942284740543251e+00
10 9 -3.2069721033016902467e+00
14 9 -2.7835165409275058890e-01
4 9 -2.7835165409275058890e-01
8 9 -2.5247942284740547692e+00
9 9 6.2884696399612458606e+00
10 10 7.8818127260139396739e+00
15 10 -3.5703546009578485121e-01
5 10 -3.5703546009578485121e-01
9 10 -3.2069721033016902467e+00
11 11 7.8818127260139414503e+00
12 11 -3.2069721033016911349e+00
16 11 -3.5703546009578496223e-01
6 11 -3.5703546009578496223e-01
11 12 -3.2069721033016911349e+00
12 12 6.2884696399612467488e+00
13 12 -2.5247942284740547692e+00
17 12 -2.7835165409275058890e-01
7 12 -2.7835165409275058890e-01
12 13 -2.5247942284740547692e+00
13 13 5.5345194629684737464e+00
14 13 -2.5247942284740543251e+00
18 13 -2.4246550301018221507e-01
8 13 -2.4246550301018221507e-01
13 14 -2.5247942284740547692e+00
14 14 6.2884696399612458606e+00
15 14 -3.2069721033016902467e+00
19 14 -2.7835165409275058890e-01
9 14 -2.7835165409275058890e-01
10 15 -3.5703546009578485121e-01
14 15 -3.2069721033016902467e+00
15 15 7.8818127260139396739e+00
20 15 -3.5703546009578485121e-01
11 16 -3.5703546009578496223e-01
16 16 7.8818127260139414503e+00
17 16 -3.2069721033016911349e+00
21 16 -3.5703546009578496223e-01
12 17 -2.7835165409275058890e-01
16 17 -3.2069721033016911349e+00
17 17 6.2884696399612467488e+00
18 17 -2.5247942284740547692e+00
22 17 -2.7835165409275058890e-01
13 18 -2.4246550301018221507e-01
17 18 -2.5247942284740547692e+00
18 18 5.5345194629684737464e+00
19 18 -2.5247942284740543251e+00
23 18 -2.4246550301018221507e-01
14 19 -2.7835165409275058890e-01
18 19 -2.5247942284740547692e+00
19 19 6.2884696399612458606e+00
20 19 -3.2069721033016902467e+00
24 19 -2.7835165409275058890e-01
15 20 -3.5703546009578485121e-01
19 20 -3.2069721033016902467e+00
20 20 7.8818127260139396739e+00
25 20 -3.5703546009578485121e-01
16 21 -3.5703546009578496223e-01
21 21 7.8818127260139414503e+00
22 21 -3.2069721033016911349e+00
17 22 -2.7835165409275058890e-01
21 22 -3.2069721033016911349e+00
22 22 6.2884696399612467488e+00
23 22 -2.5247942284740547692e+00
18 23 -2.4246550301018221507e-01
22 23 -2.5247942284740547692e+00
23 23 5.5345194629684737464e+00
24 23 -2.5247942284740543251e+00
19 24 -2.7835165409275058890e-01
23 24 -2.5247942284740547692e+00
24 24 6.2884696399612458606e+00
25 24 -3.2069721033016902467e+00
20 25 -3.5703546009578485121e-01
24 25 -3.2069721033016902467e+00
25 25 7.8818127260139396739e+00
-0.3023
-0.3023
-1.20255e-16
0.3023
0.3023
-0.3023
-0.3023
-1.20255e-16
0.3023
0.3023
-0.3023
-0.3023
-1.20255e-16
0.3023
0.3023
-0.3023
-0.3023
-1.20255e-16
0.3023
0.3023
-0.3023
-0.3023
-1.20255e-16
0.3023
0.3023
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20
0 1e20

