113 1 0
1130 1 0
793 0 0
1187 0 0
434 1 0
824 1 0
1025 0 0
1116 0 0
127 1 0
11 1 0
1060 0 0
1200 1 0
993 1 0
634 1 0
499 1 0
805 1 0
1177 1 0
1209 1 0
585 1 0
84 1 0
1118 0 0
923 0 0
450 1 0
1116 0 0
269 0 0
445 1 0
174 0 0
1124 1 0
265 1 0
451 1 0
677 1 0
1281 0 0
601 1 0
121 0 0
242 0 0
455 1 0
104 0 0
502 0 0
1038 0 0
556 1 0
38 1 0
388 0 0
265 0 0
997 1 0
777 1 0
1259 1 0
1319 1 0
686 1 0
347 1 0
405 0 0
532 0 0
1019 0 0
845 1 0
398 1 0
488 0 0
1208 0 0
863 1 0
596 1 0
485 1 0
424 0 0
973 0 0
1336 0 0
147 0 0
1171 0 0
1221 0 0
1094 0 0
1046 0 0
788 0 0
1081 1 0
457 1 0
1130 0 0
468 0 0
1141 0 0
1012 0 0
908 1 0
258 1 0
590 1 0
872 0 0
60 0 0
938 1 0
600 0 0
165 0 0
928 0 0
731 0 0
1129 1 0
518 0 0
208 0 0
616 0 0
480 0 0
1064 1 0
1230 1 0
239 0 0
641 0 0
882 0 0
521 0 0
1090 0 0
951 1 0
1036 0 0
1296 1 0
1186 1 0
1031 1 0
419 0 0
5 1 0
200 0 0
90 0 0
357 0 0
592 1 0
488 0 0
760 1 0
1311 1 0
864 1 0
328 0 0
3 0 0
151 0 0
945 1 0
210 0 0
43 1 0
758 0 0
267 1 0
941 0 0
1219 0 0
585 0 0
133 0 0
1080 0 0
807 1 0
982 0 0
1301 1 0
1089 1 0
770 0 0
326 1 0
920 1 0
773 1 0
455 1 0
1222 0 0
1245 0 0
721 1 0
685 1 0
15 1 0
526 1 0
984 1 0
11 0 0
350 0 0
1344 1 0
975 0 0
272 0 0
1 1 0
701 0 0
1015 1 0
329 1 0
507 0 0
472 1 0
95 1 0
971 1 0
1284 1 0
114 0 0
487 3 0
1207 3 0
538 2 0
1166 2 0
981 3 0
850 2 0
581 3 0
254 3 0
852 3 0
821 3 0
597 3 0
1338 2 0
1137 2 0
108 2 0
556 3 0
948 3 0
238 3 0
26 2 0
708 2 0
696 2 0
960 2 0
935 3 0
574 2 0
816 3 0
640 2 0
111 2 0
1340 2 0
329 2 0
1148 2 0
55 3 0
682 3 0
913 3 0
149 3 0
622 3 0
335 3 0
552 3 0
884 3 0
4 3 0
371 2 0
362 2 0
912 2 0
1034 3 0
285 2 0
79 3 0
752 3 0
524 2 0
1009 2 0
140 3 0
158 2 0
391 3 0
802 2 0
823 3 0
142 3 0
600 3 0
697 3 0
978 3 0
93 2 0
506 3 0
13 3 0
860 2 0
655 3 0
674 2 0
930 2 0
127 3 0
1122 3 0
819 2 0
664 3 0
45 2 0
940 3 0
750 2 0
1010 2 0
190 3 0
735 3 0
772 2 0
59 2 0
339 3 0
647 2 0
105 2 0
1295 3 0
391 3 0
259 3 0
779 3 0
1318 2 0
291 3 0
1261 3 0
867 2 0
1303 3 0
805 2 0
279 2 0
820 3 0
981 5 0
822 4 0
1107 6 0
941 4 0
878 4 0
376 6 0
1177 6 0
10 6 0
888 5 0
195 5 0
642 5 0
159 5 0
180 4 0
25 5 0
609 4 0
1123 6 0
872 6 0
1282 4 0
434 4 0
351 4 0
812 6 0
172 5 0
381 5 0
855 5 0
1306 4 0
442 4 0
871 6 0
1072 4 0
511 4 0
394 5 0
1228 4 0
316 6 0
729 4 0
921 5 0
365 4 0
620 6 0
1096 5 0
856 4 0
982 6 0
1271 6 0
724 6 0
1127 4 0
186 4 0
739 4 0
859 4 0
625 4 0
1199 5 0
992 6 0
452 4 0
794 4 0
728 5 0
656 6 0
1241 6 0
214 5 0
879 5 0
846 4 0
905 4 0
441 6 0
729 6 0
75 4 0
1333 6 0
1301 4 0
453 6 0
825 4 0
140 4 0
1287 4 0
1328 4 0
631 4 0
516 6 0
114 4 0
1202 5 0
487 5 0
29 4 0
1153 6 0
734 6 0
895 6 0
876 6 0
1289 4 0
474 5 0
280 4 0
1015 4 0
693 6 0
648 6 0
355 5 0
1 6 0
1107 4 0
434 6 0
587 4 0
790 5 0
381 4 0
189 6 0
558 4 0
894 5 0
512 4 0
290 6 0
88 6 0
318 4 0
264 6 0
1166 5 0
298 6 0
102 5 0
40 5 0
274 6 0
1314 6 0
344 6 0
465 4 0
337 6 0
570 4 0
23 4 0
714 4 0
1190 6 0
623 4 0
357 6 0
673 6 0
349 4 0
27 6 0
769 6 0
578 4 0
637 5 0
452 5 0
167 6 0
613 5 0
384 4 0
727 5 0
93 6 0
282 4 0
950 6 0
1253 5 0
1173 5 0
527 6 0
352 6 0
316 5 0
51 5 0
1116 5 0
228 4 0
472 5 0
223 6 0
713 4 0
556 5 0
683 6 0
262 4 0
395 5 0
1157 4 0
873 4 0
888 5 0
1286 4 0
983 5 0
292 4 0
102 6 0
104 5 0
66 6 0
837 6 0
590 5 0
604 5 0
567 5 0
1036 4 0
934 5 0
147 6 0
1327 4 0
780 5 0
506 4 0
1329 4 0
148 4 0
833 4 0
358 4 0
1257 6 0
656 6 0
610 5 0
611 6 0
21 5 0
757 5 0
406 5 0
787 4 0
916 6 0
1154 6 0
951 5 0
1205 5 0
1119 5 0
889 6 0
1134 6 0
4 4 0
934 5 0
829 4 0
1264 6 0
1174 4 0
182 4 0
384 5 0
333 4 0
203 5 0
1281 5 0
1041 6 0
160 5 0
1183 5 0
128 5 0
590 6 0
733 4 0
108 6 0
1062 4 0
1276 6 0
705 5 0
455 4 0
107 6 0
335 5 0
1269 6 0
1315 6 0
961 5 0
39 4 0
1150 5 0
397 6 0
821 5 0
1190 5 0
1180 5 0
990 5 0
635 5 0
513 6 0
352 4 0
1221 4 0
205 4 0
1253 5 0
238 4 0
740 4 0
881 6 0
864 5 0
446 5 0
449 4 0
398 6 0
624 5 0
497 4 0
94 6 0
474 5 0
1080 6 0
130 6 0
1056 5 0
285 5 0
749 6 0
89 6 0
902 5 0
1299 5 0
341 6 0
883 4 0
741 6 0
527 4 0
323 6 0
743 5 0
1268 6 0
661 5 0
561 5 0
410 5 0
1133 5 0
175 4 0
953 5 0
1026 4 0
868 6 0
278 4 0
196 6 0
559 4 0
1319 5 0
96 5 0
1310 5 0
561 6 0
959 110 0
1344 110 0
569 108 0
1011 109 0
366 109 0
1115 109 0
464 109 0
1009 109 0
1288 109 0
686 109 0
168 112 0
181 111 0
117 111 0
1312 111 0
475 116 0
492 114 0
28 114 0
1262 116 0
1062 113 0
627 117 0
623 116 0
168 117 0
17 118 0
1316 113 0
297 115 0
653 118 0
1078 120 0
1195 116 0
519 115 0
1122 -1 0
677 -1 0
786 -1 0
818 -1 0
394 -1 0
749 -1 0
1318 -1 0
1090 -1 0
424 -1 0
545 -1 0
445 -1 0
1047 -1 0
188 -1 0
886 -1 0
280 -1 0
1087 -1 0
1075 -1 0
310 -1 0
1178 -1 0
896 -1 0
27 -1 0
1277 -1 0
695 -1 0
349 -1 0
1168 -1 0
1237 -1 0
370 -1 0
552 -1 0
741 -1 0
415 -1 0
1332 -1 0
819 -1 0
1198 -1 0
858 -1 0
647 -1 0
465 -1 0
531 -1 0
598 -1 0
431 -1 0
1045 -1 0
